Wall time,Step,Value
1731305043.264349,0,100.3614273071289
1731305054.5209293,50000,112.52430725097656
1731305330.5546834,100000,1230.5540771484375
1731305607.0734608,150000,3985.865234375
1731305878.8699138,200000,2735.125244140625
1731306145.8269732,250000,1574.0887451171875
1731306424.257169,300000,4394.3388671875
1731306700.7427642,350000,3887.673095703125
1731306980.477598,400000,4615.79248046875
1731307261.804796,450000,5545.49072265625
1731307541.8950708,500000,5301.984375
1731307821.4569557,550000,5324.37890625
1731308098.2094634,600000,5520.92041015625
1731308366.9246678,650000,3905.666748046875
1731308638.7106237,700000,4926.27978515625
1731308903.5025876,750000,2754.251953125
1731309174.1290755,800000,5039.8876953125
1731309451.1141667,850000,7123.93603515625
1731309727.114468,900000,7258.43115234375
1731310003.1014094,950000,7034.68408203125
1731310280.5052586,1000000,7796.1748046875
1731310557.124748,1050000,7786.45263671875
1731310827.777289,1100000,5762.96875
1731311102.9720128,1150000,7562.07861328125
1731311377.6492398,1200000,7949.587890625
1731311647.949827,1250000,6444.203125
1731311908.2109919,1300000,2230.842041015625
1731312183.288954,1350000,8729.751953125
1731312458.0346637,1400000,8804.935546875
1731312725.8607101,1450000,5437.859375
1731313000.9538696,1500000,9200.318359375
1731313273.382012,1550000,7570.89111328125
1731313546.0835893,1600000,8152.51123046875
1731313817.9966533,1650000,7663.56884765625
1731314091.5988114,1700000,8702.826171875
1731314364.8611734,1750000,8796.5107421875
1731314638.032673,1800000,9276.8046875
1731314908.7275453,1850000,7848.80517578125
1731315182.9943295,1900000,8049.02783203125
1731315458.896819,1950000,8994.4814453125
1731315725.842439,2000000,5085.23095703125
1731316000.94553,2050000,8999.7705078125
1731316272.6128635,2100000,6797.513671875
1731316541.5027204,2150000,6047.0673828125
1731316817.4641602,2200000,9519.6416015625
1731317089.5498843,2250000,7634.42529296875
1731317350.233805,2300000,2127.898681640625
1731317607.8322406,2350000,1008.6128540039062
1731317884.1861873,2400000,9687.4052734375
1731318161.878417,2450000,9761.7763671875
1731318439.456586,2500000,9757.037109375
1731318715.8717005,2550000,9690.6318359375
1731318992.8298006,2600000,9555.9697265625
1731319262.0809584,2650000,5892.8017578125
1731319537.187992,2700000,8896.6826171875
1731319810.4488358,2750000,7812.623046875
1731320076.410812,2800000,4457.15869140625
1731320352.5088608,2850000,9302.26953125
1731320630.5042837,2900000,9847.3759765625
1731320903.7859058,2950000,9000.205078125
1731321178.2829096,3000000,8598.107421875
1731321441.1473973,3050000,2961.175048828125
1731321711.5701196,3100000,6532.0185546875
1731321981.756133,3150000,6423.82470703125
1731322251.6659453,3200000,6285.5625
1731322531.3829494,3250000,9103.7900390625
1731322813.060804,3300000,9959.6142578125
1731323086.419124,3350000,6147.88134765625
1731323370.3673723,3400000,8690.16015625
1731323654.0008793,3450000,9967.8935546875
1731323930.9311783,3500000,8383.2744140625
1731324204.5448866,3550000,6214.546875
1731324486.8585286,3600000,10038.0859375
1731324766.7192636,3650000,9569.7431640625
1731325047.9610505,3700000,9065.5517578125
1731325328.2183044,3750000,8182.80615234375
1731325612.607142,3800000,8993.69140625
1731325899.084273,3850000,10049.1015625
1731326186.3005085,3900000,9522.072265625
1731326470.1105328,3950000,8631.109375
1731326751.1585188,4000000,9172.3720703125
1731327033.897479,4050000,9539.896484375
1731327317.693648,4100000,8499.6943359375
1731327605.2087886,4150000,10064.7451171875
1731327888.6519353,4200000,7648.56982421875
1731328167.812985,4250000,8271.6953125
1731328448.6982362,4300000,8718.693359375
1731328735.5105193,4350000,9520.70703125
1731329021.8111641,4400000,8203.4638671875
1731329306.6547446,4450000,9885.3525390625
1731329587.3744283,4500000,9537.2919921875
1731329864.7936213,4550000,9063.181640625
1731330140.736546,4600000,7597.67333984375
1731330412.4643848,4650000,6045.28662109375
1731330691.0138614,4700000,8743.396484375
1731330972.5633678,4750000,9628.5126953125
1731331250.5172758,4800000,8115.46044921875
1731331533.1871989,4850000,9501.0595703125
1731331816.5111387,4900000,9707.1923828125
1731332094.4944065,4950000,8001.26416015625
1731332377.690547,5000000,9570.5908203125
