Wall time,Step,Value
1729247871.2263687,0,105.59891510009766
1729247895.8642387,50000,93.03864288330078
1729248337.8583004,100000,414.95965576171875
1729248739.54436,150000,555.7282104492188
1729249118.0684083,200000,803.918212890625
1729249484.5827885,250000,1433.894287109375
1729249875.8038256,300000,1890.2613525390625
1729250253.4886854,350000,3875.36572265625
1729250648.7524111,400000,4820.45849609375
1729251030.169316,450000,5532.51806640625
1729251412.411972,500000,5025.59619140625
1729251808.7222383,550000,4371.126953125
1729252183.9447134,600000,4697.111328125
1729252576.9746149,650000,5654.88525390625
1729252978.629395,700000,5540.6015625
1729253372.4388247,750000,5674.4833984375
1729253799.9312003,800000,4568.501953125
1729254233.002601,850000,5712.59912109375
1729254632.6667256,900000,5867.8232421875
1729255090.2600684,950000,5601.28369140625
1729255516.8445659,1000000,6099.853515625
1729255923.445185,1050000,5850.0751953125
1729256329.312482,1100000,3458.7509765625
1729256725.9097114,1150000,5799.61376953125
1729257157.5553148,1200000,6134.77099609375
1729257591.9622283,1250000,6598.45947265625
1729258035.7129219,1300000,5191.1357421875
1729258448.1381178,1350000,3458.263671875
1729258877.2134051,1400000,4843.35693359375
1729259292.7149594,1450000,5406.02783203125
1729259697.7147846,1500000,6352.50732421875
1729260075.25091,1550000,5760.85986328125
1729260455.051128,1600000,5972.08203125
1729260832.2828135,1650000,4323.80517578125
1729261209.788099,1700000,5777.79638671875
1729261588.2701652,1750000,6452.212890625
1729261967.3240435,1800000,6098.474609375
1729262350.8999696,1850000,6597.677734375
1729262725.6989326,1900000,3024.11865234375
1729263106.601097,1950000,5985.34912109375
1729263476.521276,2000000,4484.89599609375
1729263847.8935406,2050000,4786.587890625
1729264224.9886317,2100000,6036.130859375
1729264604.333884,2150000,5795.23828125
1729264988.8944457,2200000,6700.3916015625
1729265371.5813272,2250000,7125.87158203125
1729265749.9941905,2300000,6928.2216796875
1729266120.6447408,2350000,5055.0029296875
1729266497.4337456,2400000,6552.341796875
1729266872.0345798,2450000,5861.7421875
1729267251.750059,2500000,6530.49462890625
1729267636.1444957,2550000,7423.69677734375
1729268016.5364559,2600000,6842.26904296875
1729268397.0990653,2650000,6485.5185546875
1729268781.6882157,2700000,7000.11572265625
1729269165.1590357,2750000,7040.22705078125
1729269546.747353,2800000,6903.54931640625
1729269923.8136904,2850000,6027.19921875
1729270303.5029662,2900000,6649.80810546875
1729270684.8850124,2950000,7214.455078125
1729271065.4774082,3000000,7407.6083984375
1729271439.9915743,3050000,4925.34765625
1729271819.2858202,3100000,6837.8330078125
1729272192.1232684,3150000,5187.89208984375
1729272572.5222769,3200000,7490.5380859375
1729272947.778903,3250000,7114.04150390625
1729273313.9435573,3300000,3792.15283203125
1729273698.1913826,3350000,7094.60546875
1729274070.0469863,3400000,4909.794921875
1729274442.272556,3450000,5348.09912109375
1729274817.9707656,3500000,7051.41748046875
1729275192.2799127,3550000,5827.94775390625
1729275568.5428777,3600000,7147.66650390625
1729275929.6803684,3650000,1755.813720703125
1729276308.6469097,3700000,6782.17529296875
1729276680.526827,3750000,5544.67041015625
1729277054.349824,3800000,6220.3623046875
1729277432.1708145,3850000,6745.24072265625
1729277808.1957574,3900000,6961.59619140625
1729278186.8426898,3950000,6823.04541015625
1729278565.1113045,4000000,7080.33837890625
1729278946.2224486,4050000,7177.0869140625
1729279324.9827602,4100000,6794.98486328125
1729279703.3701046,4150000,7305.7265625
1729280083.1983075,4200000,6934.35302734375
1729280465.4632633,4250000,7463.798828125
1729280845.1971748,4300000,7164.52734375
1729281288.661495,4350000,6488.85400390625
1729282041.6850286,4400000,6941.89013671875
1729282786.8780277,4450000,7126.4462890625
1729283461.9152355,4500000,7109.18798828125
1729284121.267576,4550000,6250.67529296875
1729284785.5734482,4600000,6936.68017578125
1729285455.400168,4650000,7171.2783203125
1729286110.7873979,4700000,6467.8916015625
1729286752.1966841,4750000,5739.87939453125
1729287315.3461978,4800000,7549.85107421875
1729287866.366696,4850000,7493.38818359375
1729288413.8242538,4900000,7545.7919921875
1729288949.1654997,4950000,7171.6953125
1729289490.04209,5000000,6920.40625
