Wall time,Step,Value
1721643260.537621,107,77.8587417602539
1721643260.6062777,386,85.80101013183594
1721643260.729357,883,123.47982025146484
1721643260.7603366,1009,71.53937530517578
1721643260.7649686,1028,82.97319030761719
1721643260.8412905,1321,96.52196502685547
1721643260.8462462,1340,85.60772705078125
1721643260.8990924,1536,97.5183334350586
1721643260.9360344,1678,96.58483123779297
1721643260.967589,1808,121.64803314208984
1721643261.0108306,1966,142.4813690185547
1721643261.062822,2176,80.73603820800781
1721643261.0884662,2278,120.63761901855469
1721643261.1070197,2351,81.56816864013672
1721643261.186157,2666,122.01689910888672
1721643261.219968,2806,83.08731842041016
1721643261.230714,2846,90.21488189697266
1721643261.3038952,3141,75.66770935058594
1721643261.3225057,3208,114.69169616699219
1721643261.3773396,3417,91.6124038696289
1721643261.397279,3496,80.5519790649414
1721643261.4050515,3530,75.30958557128906
1721643261.418047,3578,86.3111572265625
1721643261.4573736,3742,78.97677612304688
1721643261.555613,4127,88.92686462402344
1721643261.6215298,4369,78.59925842285156
1721643261.6325037,4405,74.955078125
1721643261.8381166,4997,86.89021301269531
1721643261.9493942,5332,70.34661865234375
1721643261.9538977,5349,75.4491958618164
1721643262.0732555,5681,85.21295166015625
1721643262.0795412,5700,86.46752166748047
1721643262.1658044,5941,86.4704818725586
1721643262.1975355,6023,147.26187133789062
1721643262.2639554,6195,95.40574645996094
1721643262.2979689,6281,164.32164001464844
1721643262.3743374,6516,108.10972595214844
1721643262.5268555,6945,139.4772491455078
1721643262.5550041,7016,78.89439392089844
1721643262.5804448,7086,140.75157165527344
1721643262.7900312,7611,93.58975219726562
1721643262.8865848,7840,95.8910140991211
1721643262.951522,7995,75.90141296386719
1721643262.9603639,8030,75.54183959960938
1721643263.0499625,8268,104.98974609375
1721643263.111568,8438,76.89985656738281
1721643263.1443007,8534,80.84952545166016
1721643263.158351,8571,89.04528045654297
1721643263.2262774,8759,100.62049102783203
1721643263.243613,8807,91.19624328613281
1721643263.3236575,9034,147.87205505371094
1721643263.3690698,9184,118.38854217529297
1721643263.4713724,9469,106.68859100341797
1721643263.4793513,9489,89.02536010742188
1721643263.4928243,9531,93.30359649658203
1721643263.5532968,9722,105.46332550048828
1721643263.6523116,10024,91.35259246826172
1721643263.680805,10103,110.47428131103516
1721643263.751548,10362,99.80609130859375
1721643263.7761238,10458,111.47300720214844
1721643263.7836254,10476,82.6618881225586
1721643263.8263462,10608,80.34683990478516
1721643263.9688008,11103,100.38997650146484
1721643263.9802165,11139,79.45885467529297
1721643263.9862409,11158,84.71907806396484
1721643263.9923952,11183,113.82915496826172
1721643264.0091403,11235,80.24408721923828
1721643264.098114,11556,93.63594818115234
